,Complaints,Violations,Gap
"105 WEST 78 STREET New York, NY 10024",0.0,2.0,-2.0
"105 WEST 86 STREET New York, NY 10024",1.0,2.0,-1.0
"105 WEST 88 STREET New York, NY 10024",0.0,1.0,-1.0
"105 WOOSTER STREET New York, NY 10012",0.0,1.0,-1.0
"1050 6 AVENUE New York, NY 10018",0.0,1.0,-1.0
"1050 AMSTERDAM AVENUE New York, NY 10025",7.0,3.0,4.0
"1050 RIVERSIDE DRIVE New York, NY 10032",1.0,0.0,1.0
"1053 2 AVENUE New York, NY 10022",3.0,0.0,3.0
"1055 2 AVENUE New York, NY 10022",0.0,1.0,-1.0
"1056 ST NICHOLAS AVENUE New York, NY 10032",6.0,6.0,0.0
"1057 1 AVENUE New York, NY 10022",12.0,0.0,12.0
"1057 2 AVENUE New York, NY 10022",1.0,1.0,0.0
"1058 1 AVENUE New York, NY 10022",2.0,5.0,-3.0
"1058 MADISON AVENUE New York, NY 10028",0.0,1.0,-1.0
"1059 2 AVENUE New York, NY 10022",0.0,2.0,-2.0
"1059 LEXINGTON AVENUE New York, NY 10021",1.0,0.0,1.0
"106 AVENUE B New York, NY 10009",0.0,2.0,-2.0
"106 CABRINI BOULEVARD New York, NY 10033",13.0,0.0,13.0
"106 CHARLES STREET New York, NY 10014",3.0,0.0,3.0
"106 CHRISTOPHER STREET New York, NY 10014",14.0,15.0,-1.0
"106 CONVENT AVENUE New York, NY 10027",11.0,8.0,3.0
"106 EAST 101 STREET New York, NY 10029",0.0,1.0,-1.0
"106 EAST 116 STREET New York, NY 10029",2.0,1.0,1.0
"106 EAST 117 STREET New York, NY 10035",3.0,0.0,3.0
"106 EAST 19 STREET New York, NY 10003",0.0,1.0,-1.0
"106 EAST 20 STREET New York, NY 10003",0.0,2.0,-2.0
"106 EAST 31 STREET New York, NY 10016",0.0,2.0,-2.0
"106 EAST 7 STREET New York, NY 10009",1.0,3.0,-2.0
"106 EAST 81 STREET New York, NY 10028",1.0,0.0,1.0
"106 EDGECOMBE AVENUE New York, NY 10030",0.0,1.0,-1.0
"106 ELDRIDGE STREET New York, NY 10002",17.0,34.0,-17.0
"106 FT WASHINGTON AVENUE New York, NY 10032",29.0,56.0,-27.0
"106 GREENWICH STREET New York, NY 10006",1.0,0.0,1.0
"106 MADISON STREET New York, NY 10002",5.0,29.0,-24.0
"106 MORNINGSIDE DRIVE New York, NY 10027",1.0,0.0,1.0
"106 MOTT STREET New York, NY 10013",0.0,2.0,-2.0
"106 MULBERRY STREET New York, NY 10013",8.0,2.0,6.0
"106 NAGLE AVENUE New York, NY 10040",34.0,6.0,28.0
"106 NORFOLK STREET New York, NY 10002",2.0,0.0,2.0
"106 PRINCE STREET New York, NY 10012",0.0,2.0,-2.0
"106 REAR PERRY STREET New York, NY 10014",0.0,2.0,-2.0
"106 RIDGE STREET New York, NY 10002",1.0,0.0,1.0
"106 RIVINGTON STREET New York, NY 10002",85.0,73.0,12.0
"106 SPRING STREET New York, NY 10012",6.0,6.0,0.0
"106 SUFFOLK STREET New York, NY 10002",1.0,2.0,-1.0
"106 THOMPSON STREET New York, NY 10012",0.0,2.0,-2.0
"106 WAVERLY PLACE New York, NY 10011",0.0,1.0,-1.0
"106 WEST 105 STREET New York, NY 10025",3.0,24.0,-21.0
"106 WEST 109 STREET New York, NY 10025",2.0,1.0,1.0
"106 WEST 113 STREET New York, NY 10026",2.0,1.0,1.0
"106 WEST 114 STREET New York, NY 10026",4.0,14.0,-10.0
"106 WEST 117 STREET New York, NY 10026",0.0,6.0,-6.0
"106 WEST 118 STREET New York, NY 10026",0.0,1.0,-1.0
"106 WEST 120 STREET New York, NY 10027",0.0,2.0,-2.0
"106 WEST 121 STREET New York, NY 10027",0.0,2.0,-2.0
"106 WEST 123 STREET New York, NY 10027",0.0,1.0,-1.0
"106 WEST 13 STREET New York, NY 10011",6.0,5.0,1.0
"106 WEST 132 STREET New York, NY 10027",0.0,2.0,-2.0
"106 WEST 133 STREET New York, NY 10030",1.0,0.0,1.0
"106 WEST 134 STREET New York, NY 10030",14.0,18.0,-4.0
"106 WEST 137 STREET New York, NY 10030",3.0,11.0,-8.0
"106 WEST 138 STREET New York, NY 10030",31.0,23.0,8.0
"106 WEST 139 STREET New York, NY 10030",0.0,20.0,-20.0
"106 WEST 142 STREET New York, NY 10030",1.0,3.0,-2.0
"106 WEST 143 STREET New York, NY 10030",26.0,41.0,-15.0
"106 WEST 144 STREET New York, NY 10030",3.0,0.0,3.0
"106 WEST 69 STREET New York, NY 10023",7.0,0.0,7.0
"106 WEST 71 STREET New York, NY 10023",2.0,6.0,-4.0
"106 WEST 73 STREET New York, NY 10023",0.0,2.0,-2.0
"106 WEST 74 STREET New York, NY 10023",0.0,1.0,-1.0
"106 WEST 80 STREET New York, NY 10024",3.0,1.0,2.0
"106 WEST 96 STREET New York, NY 10025",1.0,0.0,1.0
"106 WEST HOUSTON STREET New York, NY 10012",0.0,1.0,-1.0
"1060 AMSTERDAM AVENUE New York, NY 10025",1.0,0.0,1.0
"1061 1 AVENUE New York, NY 10022",1.0,2.0,-1.0
"1061 ST NICHOLAS AVENUE New York, NY 10032",15.0,26.0,-11.0
"1064 MADISON AVENUE New York, NY 10028",0.0,1.0,-1.0
"1065 1 AVENUE New York, NY 10022",1.0,1.0,0.0
"1065 3 AVENUE New York, NY 10065",0.0,5.0,-5.0
"1066 2 AVENUE New York, NY 10022",2.0,0.0,2.0
"1067 1 AVENUE New York, NY 10022",0.0,1.0,-1.0
"1067 PARK AVENUE New York, NY 10128",4.0,7.0,-3.0
"1069 1 AVENUE New York, NY 10022",37.0,7.0,30.0
"107 3 AVENUE New York, NY 10003",6.0,5.0,1.0
"107 AVENUE B New York, NY 10009",0.0,1.0,-1.0
"107 AVENUE D New York, NY 10009",4.0,1.0,3.0
"107 CHRISTOPHER STREET New York, NY 10014",21.0,17.0,4.0
"107 CLINTON STREET New York, NY 10002",3.0,1.0,2.0
"107 EAST 10 STREET New York, NY 10003",1.0,0.0,1.0
"107 EAST 126 STREET New York, NY 10035",61.0,83.0,-22.0
"107 EAST 130 STREET New York, NY 10037",55.0,55.0,0.0
"107 EAST 30 STREET New York, NY 10016",1.0,0.0,1.0
"107 EAST 35 STREET New York, NY 10016",8.0,6.0,2.0
"107 EAST 37 STREET New York, NY 10016",0.0,2.0,-2.0
"107 EAST 60 STREET New York, NY 10022",0.0,1.0,-1.0
"107 EAST 63 STREET New York, NY 10065",4.0,0.0,4.0
"107 EAST 82 STREET New York, NY 10028",0.0,1.0,-1.0
"107 EAST 88 STREET New York, NY 10128",11.0,3.0,8.0
"107 EAST 89 STREET New York, NY 10128",1.0,2.0,-1.0
"107 HESTER STREET New York, NY 10002",0.0,2.0,-2.0
"107 MAC DOUGAL STREET New York, NY 10012",10.0,5.0,5.0
"107 MORNINGSIDE AVENUE New York, NY 10027",4.0,1.0,3.0
"107 MORTON STREET New York, NY 10014",0.0,1.0,-1.0
"107 RIVERSIDE DRIVE New York, NY 10024",0.0,1.0,-1.0
"107 ST MARKS PLACE New York, NY 10009",2.0,1.0,1.0
"107 VERMILYEA AVENUE New York, NY 10034",12.0,17.0,-5.0
"107 WAVERLY PLACE New York, NY 10011",0.0,1.0,-1.0
"107 WEST 104 STREET New York, NY 10025",3.0,3.0,0.0
"107 WEST 105 STREET New York, NY 10025",0.0,2.0,-2.0
"107 WEST 106 STREET New York, NY 10025",0.0,2.0,-2.0
"107 WEST 109 STREET New York, NY 10025",7.0,7.0,0.0
"107 WEST 117 STREET New York, NY 10026",0.0,2.0,-2.0
"107 WEST 118 STREET New York, NY 10026",0.0,1.0,-1.0
"107 WEST 120 STREET New York, NY 10027",0.0,1.0,-1.0
"107 WEST 122 STREET New York, NY 10027",4.0,2.0,2.0
"107 WEST 123 STREET New York, NY 10027",0.0,1.0,-1.0
"107 WEST 126 STREET New York, NY 10027",2.0,1.0,1.0
"107 WEST 130 STREET New York, NY 10027",0.0,1.0,-1.0
"107 WEST 132 STREET New York, NY 10027",2.0,2.0,0.0
"107 WEST 135 STREET New York, NY 10030",1.0,3.0,-2.0
"107 WEST 137 STREET New York, NY 10030",3.0,3.0,0.0
"107 WEST 138 STREET New York, NY 10030",1.0,0.0,1.0
"107 WEST 68 STREET New York, NY 10023",11.0,11.0,0.0
"107 WEST 74 STREET New York, NY 10023",1.0,0.0,1.0
"107 WEST 75 STREET New York, NY 10023",4.0,7.0,-3.0
"107 WEST 78 STREET New York, NY 10024",0.0,2.0,-2.0
"107 WEST 82 STREET New York, NY 10024",1.0,7.0,-6.0
"107 WEST 88 STREET New York, NY 10024",2.0,4.0,-2.0
"107 WEST 89 STREET New York, NY 10024",0.0,2.0,-2.0
"1071 ST NICHOLAS AVENUE New York, NY 10032",7.0,1.0,6.0
"1072 2 AVENUE New York, NY 10022",0.0,1.0,-1.0
"1075 1 AVENUE New York, NY 10022",13.0,2.0,11.0
"1076 2 AVENUE New York, NY 10022",1.0,2.0,-1.0
"1079 1 AVENUE New York, NY 10022",1.0,12.0,-11.0
"108 1 AVENUE New York, NY 10009",0.0,1.0,-1.0
"108 3 AVENUE New York, NY 10003",0.0,2.0,-2.0
"108 AVENUE B New York, NY 10009",0.0,1.0,-1.0
"108 AVENUE D New York, NY 10009",0.0,2.0,-2.0
"108 BOWERY New York, NY 10013",2.0,1.0,1.0
"108 DUANE STREET New York, NY 10007",0.0,2.0,-2.0
"108 EAST 101 STREET New York, NY 10029",0.0,1.0,-1.0
"108 EAST 123 STREET New York, NY 10035",2.0,0.0,2.0
"108 EAST 126 STREET New York, NY 10035",3.0,2.0,1.0
"108 EAST 128 STREET New York, NY 10035",1.0,0.0,1.0
"108 EAST 31 STREET New York, NY 10016",0.0,2.0,-2.0
"108 EAST 37 STREET New York, NY 10016",0.0,2.0,-2.0
"108 EAST 4 STREET New York, NY 10003",0.0,1.0,-1.0
"108 EAST 60 STREET New York, NY 10022",0.0,1.0,-1.0
"108 EAST 86 STREET New York, NY 10028",1.0,1.0,0.0
"108 EAST 96 STREET New York, NY 10128",2.0,0.0,2.0
"108 EDGECOMBE AVENUE New York, NY 10030",0.0,2.0,-2.0
"108 ELDRIDGE STREET New York, NY 10002",0.0,2.0,-2.0
"108 ELLWOOD STREET New York, NY 10040",155.0,82.0,73.0
"108 FORSYTH STREET New York, NY 10002",2.0,11.0,-9.0
"108 FULTON STREET New York, NY 10038",0.0,1.0,-1.0
"108 LEXINGTON AVENUE New York, NY 10016",0.0,2.0,-2.0
"108 MAC DOUGAL STREET New York, NY 10012",1.0,0.0,1.0
"108 MADISON STREET New York, NY 10002",0.0,1.0,-1.0
"108 PARK TERRACE EAST New York, NY 10034",4.0,1.0,3.0
"108 THOMPSON STREET New York, NY 10012",0.0,2.0,-2.0
"108 WEST 116 STREET New York, NY 10026",0.0,1.0,-1.0
"108 WEST 118 STREET New York, NY 10026",0.0,2.0,-2.0
"108 WEST 119 STREET New York, NY 10026",0.0,1.0,-1.0
"108 WEST 120 STREET New York, NY 10027",1.0,1.0,0.0
"108 WEST 124 STREET New York, NY 10027",1.0,1.0,0.0
"108 WEST 128 STREET New York, NY 10027",0.0,2.0,-2.0
"108 WEST 129 STREET New York, NY 10027",0.0,2.0,-2.0
"108 WEST 130 STREET New York, NY 10027",0.0,1.0,-1.0
"108 WEST 134 STREET New York, NY 10030",1.0,1.0,0.0
"108 WEST 137 STREET New York, NY 10030",0.0,2.0,-2.0
"108 WEST 138 STREET New York, NY 10030",1.0,5.0,-4.0
"108 WEST 139 STREET New York, NY 10030",0.0,2.0,-2.0
"108 WEST 141 STREET New York, NY 10030",4.0,1.0,3.0
"108 WEST 144 STREET New York, NY 10030",9.0,25.0,-16.0
"108 WEST 17 STREET New York, NY 10011",0.0,1.0,-1.0
"108 WEST 227 STREET New York, NY 10463",4.0,11.0,-7.0
"108 WEST 24 STREET New York, NY 10011",0.0,2.0,-2.0
"108 WEST 69 STREET New York, NY 10023",1.0,0.0,1.0
"108 WEST 71 STREET New York, NY 10023",0.0,2.0,-2.0
"108 WEST 73 STREET New York, NY 10023",1.0,2.0,-1.0
"108 WEST 74 STREET New York, NY 10023",0.0,1.0,-1.0
"108 WEST 75 STREET New York, NY 10023",0.0,2.0,-2.0
"108 WEST 80 STREET New York, NY 10024",0.0,2.0,-2.0
"108 WEST 81 STREET New York, NY 10024",2.0,0.0,2.0
"108 WEST 87 STREET New York, NY 10024",1.0,1.0,0.0
"108 WEST 95 STREET New York, NY 10025",7.0,16.0,-9.0
"108 WOOSTER STREET New York, NY 10012",0.0,2.0,-2.0
"1080 LEXINGTON AVENUE New York, NY 10075",0.0,1.0,-1.0
"1080 PARK AVENUE New York, NY 10128",0.0,1.0,-1.0
"1081 3 AVENUE New York, NY 10065",2.0,0.0,2.0
"1084 LEXINGTON AVENUE New York, NY 10075",0.0,1.0,-1.0
"1085 PARK AVENUE New York, NY 10128",0.0,1.0,-1.0
"109 AUDUBON AVENUE New York, NY 10032",1.0,0.0,1.0
"109 AVENUE A New York, NY 10009",0.0,1.0,-1.0
"109 BANK STREET New York, NY 10014",0.0,1.0,-1.0
"109 EAST 100 STREET New York, NY 10029",0.0,1.0,-1.0
"109 EAST 129 STREET New York, NY 10035",15.0,17.0,-2.0
"109 EAST 19 STREET New York, NY 10003",0.0,1.0,-1.0
"109 EAST 2 STREET New York, NY 10009",1.0,0.0,1.0
"109 EAST 35 STREET New York, NY 10016",0.0,1.0,-1.0
"109 EAST 38 STREET New York, NY 10016",0.0,1.0,-1.0
"109 EAST 42 STREET New York, NY 10017",0.0,2.0,-2.0
"109 EAST 56 STREET New York, NY 10022",0.0,2.0,-2.0
"109 EAST 61 STREET New York, NY 10065",0.0,2.0,-2.0
"109 EAST 89 STREET New York, NY 10128",1.0,8.0,-7.0
"109 EAST 9 STREET New York, NY 10003",1.0,1.0,0.0
"109 ELDRIDGE STREET New York, NY 10002",9.0,22.0,-13.0
"109 LEXINGTON AVENUE New York, NY 10016",26.0,2.0,24.0
"109 LUDLOW STREET New York, NY 10002",1.0,1.0,0.0
"109 MADISON STREET New York, NY 10002",7.0,21.0,-14.0
"109 MORNINGSIDE AVENUE New York, NY 10027",4.0,8.0,-4.0
"109 MOTT STREET New York, NY 10013",1.0,1.0,0.0
"109 PRINCE STREET New York, NY 10012",0.0,2.0,-2.0
"109 READE STREET New York, NY 10013",0.0,1.0,-1.0
"109 REAR MOTT STREET New York, NY 10013",0.0,1.0,-1.0
"109 SEAMAN AVENUE New York, NY 10034",2.0,6.0,-4.0
"109 SHERMAN AVENUE New York, NY 10034",6.0,13.0,-7.0
"109 WASHINGTON STREET New York, NY 10006",0.0,1.0,-1.0
"109 WAVERLY PLACE New York, NY 10011",0.0,2.0,-2.0
"109 WEST 104 STREET New York, NY 10025",4.0,1.0,3.0
"109 WEST 105 STREET New York, NY 10025",2.0,0.0,2.0
"109 WEST 106 STREET New York, NY 10025",1.0,0.0,1.0
"109 WEST 113 STREET New York, NY 10026",2.0,1.0,1.0
"109 WEST 119 STREET New York, NY 10026",3.0,1.0,2.0
"109 WEST 122 STREET New York, NY 10027",0.0,2.0,-2.0
"109 WEST 123 STREET New York, NY 10027",0.0,1.0,-1.0
"109 WEST 128 STREET New York, NY 10027",0.0,1.0,-1.0
"109 WEST 130 STREET New York, NY 10027",0.0,1.0,-1.0
"109 WEST 136 STREET New York, NY 10030",2.0,2.0,0.0
"109 WEST 225 STREET New York, NY 10463",4.0,14.0,-10.0
"109 WEST 26 STREET New York, NY 10001",0.0,1.0,-1.0
"109 WEST 28 STREET New York, NY 10001",0.0,1.0,-1.0
"109 WEST 45 STREET New York, NY 10036",0.0,1.0,-1.0
"109 WEST 77 STREET New York, NY 10024",0.0,2.0,-2.0
"109 WEST 88 STREET New York, NY 10024",0.0,1.0,-1.0
"109 WEST 94 STREET New York, NY 10025",0.0,1.0,-1.0
"1090 ST NICHOLAS AVENUE New York, NY 10032",27.0,46.0,-19.0
"1091 AMSTERDAM AVENUE New York, NY 10025",1.0,0.0,1.0
"1091 ST NICHOLAS AVENUE New York, NY 10032",17.0,35.0,-18.0
"1094 MADISON AVENUE New York, NY 10028",4.0,0.0,4.0
"1095 6 AVENUE New York, NY 10036",1.0,0.0,1.0
"1097 1 AVENUE New York, NY 10065",2.0,3.0,-1.0
"11 1/2 WEST 26 STREET New York, NY 10010",2.0,0.0,2.0
"11 1/2 WEST 84 STREET New York, NY 10024",2.0,0.0,2.0
"11 AUDUBON AVENUE New York, NY 10032",5.0,3.0,2.0
"11 AVENUE B New York, NY 10009",0.0,2.0,-2.0
"11 AVENUE D New York, NY 10009",9.0,2.0,7.0
"11 BROADWAY TERRACE New York, NY 10040",2.0,8.0,-6.0
"11 CARMINE STREET New York, NY 10014",1.0,0.0,1.0
"11 CHARLES STREET New York, NY 10014",0.0,2.0,-2.0
"11 CHARLTON STREET New York, NY 10014",0.0,1.0,-1.0
"11 CHATHAM SQUARE New York, NY 10038",0.0,2.0,-2.0
"11 COMMERCE STREET New York, NY 10014",0.0,2.0,-2.0
"11 EAST 109 STREET New York, NY 10029",11.0,1.0,10.0
"11 EAST 117 STREET New York, NY 10035",1.0,6.0,-5.0
"11 EAST 12 STREET New York, NY 10003",0.0,2.0,-2.0
"11 EAST 125 STREET New York, NY 10035",1.0,1.0,0.0
"11 EAST 17 STREET New York, NY 10003",1.0,1.0,0.0
"11 EAST 22 STREET New York, NY 10010",0.0,1.0,-1.0
"11 EAST 26 STREET New York, NY 10010",1.0,0.0,1.0
"11 EAST 30 STREET New York, NY 10016",1.0,1.0,0.0
"11 EAST 31 STREET New York, NY 10016",0.0,1.0,-1.0
"11 EAST 32 STREET New York, NY 10016",6.0,1.0,5.0
"11 EAST 52 STREET New York, NY 10022",0.0,1.0,-1.0
"11 EAST 67 STREET New York, NY 10065",0.0,1.0,-1.0
"11 EAST 7 STREET New York, NY 10003",0.0,1.0,-1.0
"11 EAST 75 STREET New York, NY 10021",0.0,2.0,-2.0
"11 EAST 76 STREET New York, NY 10021",0.0,1.0,-1.0
"11 EAST 86 STREET New York, NY 10028",0.0,1.0,-1.0
"11 EAST 87 STREET New York, NY 10128",10.0,0.0,10.0
"11 EAST 88 STREET New York, NY 10128",12.0,2.0,10.0
"11 EAST 90 STREET New York, NY 10128",0.0,1.0,-1.0
"11 EAST 92 STREET New York, NY 10128",0.0,2.0,-2.0
"11 ELDRIDGE STREET New York, NY 10002",0.0,1.0,-1.0
"11 FRONT CORNELIA STREET New York, NY 10014",0.0,1.0,-1.0
"11 HILLSIDE AVENUE New York, NY 10040",6.0,3.0,3.0
"11 JACOBUS PLACE New York, NY 10463",40.0,20.0,20.0
"11 JANE STREET New York, NY 10014",1.0,0.0,1.0
"11 JAY STREET New York, NY 10013",0.0,1.0,-1.0
"11 LISPENARD STREET New York, NY 10013",0.0,2.0,-2.0
"11 MONROE STREET New York, NY 10002",0.0,1.0,-1.0
"11 MOTT STREET New York, NY 10013",0.0,1.0,-1.0
"11 MT MORRIS PARK WEST New York, NY 10027",1.0,6.0,-5.0
"11 OLD BROADWAY New York, NY 10027",0.0,1.0,-1.0
"11 PELL STREET New York, NY 10013",1.0,1.0,0.0
"11 REAR CORNELIA STREET New York, NY 10014",0.0,1.0,-1.0
"11 REAR PELL STREET New York, NY 10013",0.0,3.0,-3.0
"11 RIVERSIDE DRIVE New York, NY 10023",1.0,0.0,1.0
"11 SEAMAN AVENUE New York, NY 10034",17.0,11.0,6.0
"11 ST MARKS PLACE New York, NY 10003",1.0,0.0,1.0
"11 ST NICHOLAS AVENUE New York, NY 10026",16.0,3.0,13.0
"11 STANTON STREET New York, NY 10002",1.0,0.0,1.0
"11 STUYVESANT OVAL New York, NY 10009",14.0,0.0,14.0
"11 VANDAM STREET New York, NY 10013",0.0,1.0,-1.0
"11 VESTRY STREET New York, NY 10013",1.0,0.0,1.0
"11 WADSWORTH AVENUE New York, NY 10033",9.0,18.0,-9.0
"11 WAVERLY PLACE New York, NY 10003",2.0,0.0,2.0
"11 WEST 10 STREET New York, NY 10011",0.0,2.0,-2.0
"11 WEST 102 STREET New York, NY 10025",0.0,1.0,-1.0
"11 WEST 108 STREET New York, NY 10025",2.0,0.0,2.0
"11 WEST 11 STREET New York, NY 10011",0.0,1.0,-1.0
"11 WEST 119 STREET New York, NY 10026",0.0,2.0,-2.0
"11 WEST 129 STREET New York, NY 10027",0.0,1.0,-1.0
"11 WEST 131 STREET New York, NY 10037",0.0,1.0,-1.0
"11 WEST 17 STREET New York, NY 10011",1.0,5.0,-4.0
"11 WEST 69 STREET New York, NY 10023",0.0,1.0,-1.0
"11 WEST 74 STREET New York, NY 10023",0.0,1.0,-1.0
"11 WEST 81 STREET New York, NY 10024",1.0,0.0,1.0
"11 WEST 9 STREET New York, NY 10011",0.0,2.0,-2.0
"11 WEST 95 STREET New York, NY 10025",0.0,3.0,-3.0
"110 5 AVENUE New York, NY 10011",1.0,0.0,1.0
"110 6 AVENUE New York, NY 10013",2.0,1.0,1.0
"110 8 AVENUE New York, NY 10011",2.0,0.0,2.0
"110 9 AVENUE New York, NY 10011",2.0,1.0,1.0
"110 BANK STREET New York, NY 10014",0.0,1.0,-1.0
"110 BENNETT AVENUE New York, NY 10033",1.0,0.0,1.0
"110 BLEECKER STREET New York, NY 10012",0.0,1.0,-1.0
"110 CONVENT AVENUE New York, NY 10027",10.0,18.0,-8.0
"110 EAST 1 STREET New York, NY 10009",1.0,0.0,1.0
"110 EAST 116 STREET New York, NY 10029",8.0,6.0,2.0
"110 EAST 130 STREET New York, NY 10037",0.0,1.0,-1.0
"110 EAST 20 STREET New York, NY 10003",0.0,1.0,-1.0
"110 EAST 61 STREET New York, NY 10065",0.0,1.0,-1.0
"110 EAST 7 STREET New York, NY 10009",3.0,0.0,3.0
"110 EAST 71 STREET New York, NY 10021",0.0,1.0,-1.0
"110 EAST 84 STREET New York, NY 10028",2.0,0.0,2.0
"110 EAST END AVENUE New York, NY 10028",3.0,7.0,-4.0
"110 FORSYTH STREET New York, NY 10002",0.0,2.0,-2.0
"110 FULTON STREET New York, NY 10038",106.0,33.0,73.0
"110 GREENWICH STREET New York, NY 10006",4.0,1.0,3.0
"110 HAMILTON PLACE New York, NY 10031",3.0,15.0,-12.0
"110 LEXINGTON AVENUE New York, NY 10016",0.0,2.0,-2.0
"110 LUDLOW STREET New York, NY 10002",2.0,1.0,1.0
"110 MAC DOUGAL STREET New York, NY 10012",1.0,2.0,-1.0
"110 MADISON STREET New York, NY 10002",2.0,0.0,2.0
"110 MANHATTAN AVENUE New York, NY 10025",0.0,1.0,-1.0
"110 MORNINGSIDE DRIVE New York, NY 10027",0.0,1.0,-1.0
"110 MULBERRY STREET New York, NY 10013",1.0,0.0,1.0
"110 POST AVENUE New York, NY 10034",6.0,5.0,1.0
"110 READE STREET New York, NY 10013",0.0,1.0,-1.0
"110 REAR MACDOUGAL STREET New York, NY 10012",0.0,1.0,-1.0
"110 RIVINGTON STREET New York, NY 10002",4.0,6.0,-2.0
"110 ST MARKS PLACE New York, NY 10009",1.0,1.0,0.0
"110 ST NICHOLAS AVENUE New York, NY 10026",1.0,0.0,1.0
"110 SUFFOLK STREET New York, NY 10002",2.0,0.0,2.0
"110 TERRACE VIEW AVENUE New York, NY 10463",16.0,2.0,14.0
"110 THOMPSON STREET New York, NY 10012",2.0,1.0,1.0
"110 WEST 109 STREET New York, NY 10025",12.0,0.0,12.0
"110 WEST 119 STREET New York, NY 10026",0.0,2.0,-2.0
"110 WEST 120 STREET New York, NY 10027",0.0,2.0,-2.0
"110 WEST 129 STREET New York, NY 10027",2.0,0.0,2.0
"110 WEST 130 STREET New York, NY 10027",8.0,8.0,0.0
"110 WEST 137 STREET New York, NY 10030",1.0,8.0,-7.0
"110 WEST 14 STREET New York, NY 10011",2.0,20.0,-18.0
"110 WEST 144 STREET New York, NY 10030",4.0,2.0,2.0
"110 WEST 17 STREET New York, NY 10011",0.0,1.0,-1.0
"110 WEST 3 STREET New York, NY 10012",1.0,1.0,0.0
"110 WEST 69 STREET New York, NY 10023",11.0,3.0,8.0
"110 WEST 73 STREET New York, NY 10023",0.0,2.0,-2.0
"110 WEST 74 STREET New York, NY 10023",1.0,0.0,1.0
"110 WEST 87 STREET New York, NY 10024",0.0,2.0,-2.0
"110 WEST 90 STREET New York, NY 10024",0.0,1.0,-1.0
"110 WEST 94 STREET New York, NY 10025",0.0,2.0,-2.0
"110 WEST 96 STREET New York, NY 10025",45.0,34.0,11.0
"110 WEST END AVENUE New York, NY 10023",3.0,1.0,2.0
"1101 1 AVENUE New York, NY 10065",0.0,1.0,-1.0
"1101 2 AVENUE New York, NY 10022",0.0,1.0,-1.0
"1101 LEXINGTON AVENUE New York, NY 10075",1.0,0.0,1.0
"1105 1 AVENUE New York, NY 10065",1.0,1.0,0.0
"1107 LEXINGTON AVENUE New York, NY 10075",0.0,1.0,-1.0
"1109 1 AVENUE New York, NY 10065",1.0,0.0,1.0
"1109 MADISON AVENUE New York, NY 10028",0.0,1.0,-1.0
"111 1 AVENUE New York, NY 10003",0.0,1.0,-1.0
"111 AUDUBON AVENUE New York, NY 10032",7.0,38.0,-31.0
"111 AVENUE A New York, NY 10009",5.0,2.0,3.0
"111 BANK STREET New York, NY 10014",0.0,1.0,-1.0
"111 CENTRAL PARK NORTH New York, NY 10026",1.0,0.0,1.0
"111 CHAMBERS STREET New York, NY 10007",0.0,1.0,-1.0
"111 CHRISTOPHER STREET New York, NY 10014",11.0,21.0,-10.0
"111 CHRYSTIE STREET New York, NY 10002",1.0,4.0,-3.0
"111 EAST 100 STREET New York, NY 10029",28.0,51.0,-23.0
"111 EAST 117 STREET New York, NY 10035",1.0,4.0,-3.0
"111 EAST 12 STREET New York, NY 10003",0.0,1.0,-1.0
"111 EAST 125 STREET New York, NY 10035",1.0,1.0,0.0
"111 EAST 2 STREET New York, NY 10009",0.0,1.0,-1.0
"111 EAST 26 STREET New York, NY 10010",3.0,0.0,3.0
"111 EAST 31 STREET New York, NY 10016",7.0,3.0,4.0
"111 EAST 37 STREET New York, NY 10016",0.0,1.0,-1.0
"111 EAST 60 STREET New York, NY 10022",0.0,1.0,-1.0
"111 EAST 7 STREET New York, NY 10009",10.0,11.0,-1.0
"111 EAST 88 STREET New York, NY 10128",0.0,3.0,-3.0
"111 ELDRIDGE STREET New York, NY 10002",0.0,1.0,-1.0
"111 GREENWICH AVENUE New York, NY 10014",2.0,8.0,-6.0
"111 HESTER STREET New York, NY 10002",0.0,2.0,-2.0
"111 LENOX AVENUE New York, NY 10026",0.0,1.0,-1.0
"111 MAC DOUGAL STREET New York, NY 10012",0.0,1.0,-1.0
"111 MANHATTAN AVENUE New York, NY 10025",2.0,5.0,-3.0
"111 MORNINGSIDE AVENUE New York, NY 10027",3.0,5.0,-2.0
"111 MORTON STREET New York, NY 10014",0.0,1.0,-1.0
"111 READE STREET New York, NY 10013",0.0,1.0,-1.0
"111 ST MARKS PLACE New York, NY 10009",1.0,3.0,-2.0
"111 THIRD AVENUE New York, NY 10003",4.0,1.0,3.0
"111 THOMPSON STREET New York, NY 10012",6.0,2.0,4.0
"111 WADSWORTH AVENUE New York, NY 10033",0.0,7.0,-7.0
"111 WEST 104 STREET New York, NY 10025",94.0,9.0,85.0
"111 WEST 106 STREET New York, NY 10025",2.0,0.0,2.0
"111 WEST 11 STREET New York, NY 10011",1.0,1.0,0.0
"111 WEST 113 STREET New York, NY 10026",0.0,2.0,-2.0
"111 WEST 118 STREET New York, NY 10026",3.0,2.0,1.0
"111 WEST 120 STREET New York, NY 10027",0.0,2.0,-2.0
"111 WEST 126 STREET New York, NY 10027",0.0,1.0,-1.0
"111 WEST 130 STREET New York, NY 10027",0.0,1.0,-1.0
